iCUSIP	iPERIOD_END	x1	x4	x5
00206R102	2017-06-30	89	0.08734270910436713	0.15421716921467815
002121101	2014-03-31	0	0.0	
002121101	2014-06-30	0	0.0	
002121101	2014-09-30	0	0.0	
002121101	2014-12-31	0	0.0	
002121101	2015-03-31	0	0.0	
002121101	2015-06-30	0	0.0	
002121101	2015-09-30	0	0.0	
002121101	2015-12-31	0	0.0	
002121101	2016-03-31	0	0.0	
002121101	2016-06-30	0	0.0	
002121101	2016-09-30	0	0.0	
002121101	2017-03-31	1	0.0	
002121101	2017-06-30	1	0.0	
00213T109	2013-09-30	0	0.5	0.0025559725637375437
00213T109	2013-12-31	0	0.5	0.0025559725637375437
00213T109	2014-03-31	0	0.5	0.0025559725637375437
00213T109	2014-06-30	0	0.5	0.0025559725637375437
00213T109	2014-09-30	0	0.5	0.0025559725637375437
00213T109	2014-12-31	0	0.5	0.0025559725637375437
00213T109	2015-03-31	0	0.5	0.0025559725637375437
00213T109	2015-06-30	0	0.5	0.0025559725637375437
00213T109	2015-09-30	1	0.5	0.0025559725637375437
00213T109	2015-12-31	0	0.5	0.0025559725637375437
00213T109	2016-03-31	0	0.5	0.0025559725637375437
00213T109	2016-06-30	0	0.5	0.0025559725637375437
00213T109	2016-09-30	0	0.5	0.0025559725637375437
00213T109	2017-03-31	0	0.5	0.0025559725637375437
00213T109	2017-06-30	1	0.5	0.0025559725637375437
00214Q104	2014-12-31	0	1.0	0.003960161564066467
00214Q104	2015-03-31	0	1.0	0.003960161564066467
00214Q104	2015-06-30	0	1.0	0.003960161564066467
00214Q104	2015-09-30	0	1.0	0.003960161564066467
00214Q104	2015-12-31	0	1.0	0.003960161564066467
00214Q104	2016-03-31	0	1.0	0.003960161564066467
00214Q104	2016-06-30	0	1.0	0.003960161564066467
00214Q104	2016-09-30	0	1.0	0.003960161564066467
00214Q104	2017-03-31	0	1.0	0.003960161564066467
00214Q104	2017-06-30	0	1.0	0.003960161564066467
00214Q302	2014-12-31	0	0.0	
00214Q302	2015-03-31	0	0.0	
00214Q302	2015-06-30	0	0.0	
00214Q302	2015-09-30	0	0.0	
00214Q302	2015-12-31	0	0.0	
00214Q302	2016-03-31	0	0.0	
00214Q302	2016-06-30	0	0.0	
00214Q302	2016-09-30	0	0.0	
00214Q302	2017-03-31	0	0.0	
00214Q302	2017-06-30	0	0.0	
002255107	2013-09-30	0	0.0	
002255107	2013-12-31	0	0.0	
002255107	2014-03-31	0	0.0	
002255107	2014-06-30	0	0.0	
002255107	2014-09-30	0	0.0	
002255107	2014-12-31	0	0.0	
002255107	2015-03-31	0	0.0	
002255107	2015-06-30	0	0.0	
002255107	2015-09-30	1	0.0	
002255107	2015-12-31	0	0.0	
002255107	2016-03-31	0	0.0	
002255107	2016-06-30	0	0.0	
002255107	2016-09-30	0	0.0	
002255107	2017-03-31	0	0.0	
002255107	2017-06-30	0	0.0	
00234P102	2013-09-30	2	0.0	
00234P102	2013-12-31	1	0.0	
00234P102	2014-03-31	1	0.0	
00234P102	2014-06-30	1	0.0	
00234P102	2014-09-30	1	0.0	
00234P102	2014-12-31	1	0.0	
00234P102	2015-03-31	0	0.0	
00234P102	2015-06-30	0	0.0	
00234P102	2015-09-30	0	0.0	
00234P102	2015-12-31	0	0.0	
00234P102	2016-03-31	0	0.0	
00234P102	2016-06-30	0	0.0	
00234P102	2016-09-30	0	0.0	
00234P102	2017-03-31	0	0.0	
00234P102	2017-06-30	0	0.0	
00246W103	2013-09-30	0	1.0	0.028136275326117125
00246W103	2013-12-31	0	1.0	0.028136275326117125
00246W103	2014-03-31	0	1.0	0.028136275326117125
00246W103	2014-06-30	0	1.0	0.028136275326117125
00246W103	2014-09-30	0	1.0	0.028136275326117125
00246W103	2014-12-31	0	1.0	0.028136275326117125
00246W103	2015-03-31	0	1.0	0.028136275326117125
00246W103	2015-06-30	0	1.0	0.028136275326117125
00246W103	2015-09-30	0	1.0	0.028136275326117125
00246W103	2015-12-31	0	1.0	0.028136275326117125
00246W103	2016-03-31	0	1.0	0.028136275326117125
00246W103	2016-06-30	0	1.0	0.028136275326117125
00246W103	2016-09-30	0	1.0	0.028136275326117125
00246W103	2017-03-31	0	1.0	0.028136275326117125
00246W103	2017-06-30	0	1.0	0.028136275326117125
002474104	2013-09-30	0	0.0	
002474104	2013-12-31	1	0.0	
002474104	2014-03-31	0	0.0	
002474104	2014-06-30	0	0.0	
002474104	2014-09-30	1	0.0	
002474104	2014-12-31	0	0.0	
002474104	2015-03-31	0	0.0	
002474104	2015-06-30	1	0.0	
002474104	2015-09-30	1	0.0	
002474104	2015-12-31	1	0.0	
002474104	2016-03-31	1	0.0	
002474104	2016-06-30	1	0.0	
002474104	2016-09-30	2	0.0	
002474104	2017-03-31	1	0.0	
002474104	2017-06-30	2	0.0	
002535300	2013-09-30	1	0.0	
002535300	2013-12-31	1	0.0	
002535300	2014-03-31	1	0.0	
002535300	2014-06-30	0	0.0	
002535300	2014-09-30	0	0.0	
002535300	2014-12-31	0	0.0	
002535300	2015-03-31	0	0.0	
002535300	2015-06-30	0	0.0	
002535300	2015-09-30	0	0.0	
002535300	2015-12-31	0	0.0	
002535300	2016-03-31	0	0.0	
002535300	2016-06-30	0	0.0	
002535300	2016-09-30	0	0.0	
002535300	2017-03-31	0	0.0	
002535300	2017-06-30	0	0.0	
002567105	2013-09-30	0	0.0	
002567105	2013-12-31	0	0.0	
002567105	2014-03-31	1	0.0	
002567105	2014-06-30	0	0.0	
002567105	2014-09-30	0	0.0	
002567105	2014-12-31	0	0.0	
002567105	2015-03-31	1	0.0	
002567105	2015-06-30	0	0.0	
002567105	2015-09-30	0	0.0	
002567105	2015-12-31	0	0.0	
002567105	2016-03-31	0	0.0	
002567105	2016-06-30	0	0.0	
002567105	2016-09-30	0	0.0	
002567105	2017-03-31	0	0.0	
002567105	2017-06-30	0	0.0	
002824100	2013-09-30	77	0.08526107072042301	0.049925248075505586
002824100	2013-12-31	93	0.08526107072042301	0.049925248075505586
002824100	2014-03-31	96	0.08526107072042301	0.049925248075505586
002824100	2014-06-30	102	0.08526107072042301	0.049925248075505586
002824100	2014-09-30	99	0.08526107072042301	0.049925248075505586
002824100	2014-12-31	105	0.08526107072042301	0.049925248075505586
002824100	2015-03-31	107	0.08526107072042301	0.049925248075505586
002824100	2015-06-30	110	0.08526107072042301	0.049925248075505586
002824100	2015-09-30	105	0.08526107072042301	0.049925248075505586
002824100	2015-12-31	106	0.08526107072042301	0.049925248075505586
002824100	2016-03-31	101	0.08526107072042301	0.049925248075505586
002824100	2016-06-30	97	0.08526107072042301	0.049925248075505586
002824100	2016-09-30	78	0.08526107072042301	0.049925248075505586
002824100	2017-03-31	95	0.08526107072042301	0.049925248075505586
002824100	2017-06-30	87	0.08526107072042301	0.049925248075505586
00287Y109	2013-09-30	57	0.09443631039531479	0.04638009538139773
00287Y109	2013-12-31	74	0.09443631039531479	0.04638009538139773
00287Y109	2014-03-31	78	0.09443631039531479	0.04638009538139773
00287Y109	2014-06-30	87	0.09443631039531479	0.04638009538139773
00287Y109	2014-09-30	86	0.09443631039531479	0.04638009538139773
00287Y109	2014-12-31	90	0.09443631039531479	0.04638009538139773
00287Y109	2015-03-31	92	0.09443631039531479	0.04638009538139773
00287Y109	2015-06-30	101	0.09443631039531479	0.04638009538139773
00287Y109	2015-09-30	93	0.09443631039531479	0.04638009538139773
00287Y109	2015-12-31	88	0.09443631039531479	0.04638009538139773
00287Y109	2016-03-31	86	0.09443631039531479	0.04638009538139773
00287Y109	2016-06-30	92	0.09443631039531479	0.04638009538139773
00287Y109	2016-09-30	75	0.09443631039531479	0.04638009538139773
00287Y109	2017-03-31	88	0.09443631039531479	0.04638009538139773
00287Y109	2017-06-30	80	0.09443631039531479	0.04638009538139773
002896207	2013-09-30	0	0.16666666666666666	0.008554705087798289
002896207	2013-12-31	0	0.16666666666666666	0.008554705087798289
