iCUSIP,iPERIOD_END,x9,x10,x11
422704106,2013-06-30,,0.0,
370334104,2013-06-30,,0.0,
171340102,2013-06-30,,0.0,
02209S103,2013-06-30,,0.0,
60871R209,2013-06-30,,0.0,
609207105,2013-06-30,,0.0,
053484101,2013-06-30,,0.0,
501797104,2013-06-30,,0.0,
501044101,2013-06-30,,0.0,
959802109,2013-06-30,,0.0,
156700106,2013-06-30,,0.0,
58155Q103,2013-06-30,,0.0,
693506107,2013-06-30,,0.0,
629491101,2013-06-30,,0.0,
59522J103,2013-06-30,,0.0,
842587107,2013-06-30,,0.0,
752344309,2013-06-30,,0.0,
29364G103,2013-06-30,,0.0,
189054109,2013-06-30,,0.0,
G491BT108,2013-06-30,,0.0,
911312106,2013-06-30,,0.0,
693718108,2013-06-30,,0.0,
949746101,2013-06-30,,0.0,
52602E102,2013-06-30,,0.0,
718172109,2013-06-30,,0.0,
18683K101,2013-06-30,,0.0,
66510M204,2013-06-30,,0.0,
165167107,2013-06-30,,0.0,
767204100,2013-06-30,,0.0,
088606108,2013-06-30,,0.0,
78463V107,2013-06-30,,0.0,
828336107,2013-06-30,,0.0,
847560109,2013-06-30,,0.0,
059460303,2013-06-30,,0.0,
067901108,2013-06-30,,0.0,
72765Q205,2013-06-30,,0.0,
11777Q209,2013-06-30,,0.0,
577081102,2013-06-30,,0.0,
284902103,2013-06-30,,0.0,
354613101,2013-06-30,,0.0,
496902404,2013-06-30,,0.0,
293792107,2013-06-30,,0.0,
443628102,2013-06-30,,0.0,
46428Q109,2013-06-30,,0.0,
380956409,2013-06-30,,0.0,
35671D857,2013-06-30,,0.0,
032654105,2013-06-30,,0.0,
82835P103,2013-06-30,,0.0,
655844108,2013-06-30,,0.0,
59156R108,2013-06-30,,0.0,
913017109,2013-06-30,,0.0,
773903109,2013-06-30,,0.0,
701094104,2013-06-30,,0.0,
260003108,2013-06-30,,0.0,
500472303,2013-06-30,,0.0,
465562106,2013-06-30,,0.0,
861012102,2013-06-30,,0.0,
126408103,2013-06-30,,0.0,
38141G104,2013-06-30,,0.0,
80105N105,2013-06-30,,0.0,
20825C104,2013-06-30,,0.0,
49456B101,2013-06-30,,0.0,
Y75638109,2013-06-30,,0.0,
29273R109,2013-06-30,,0.0,
337932107,2013-06-30,,0.0,
011527108,2013-06-30,,0.0,
65105M108,2013-06-30,,0.0,
035128206,2013-06-30,,0.0,
651639106,2013-06-30,,0.0,
680223104,2013-06-30,,0.0,
704326107,2013-06-30,,0.0,
69360J107,2013-06-30,,0.0,
260543103,2013-06-30,,0.0,
H0023R105,2013-06-30,,0.0,
136375102,2013-06-30,,0.0,
30161N101,2013-06-30,,0.0,
263534109,2013-06-30,,0.0,
191216100,2013-06-30,,0.0,
91324P102,2013-06-30,,0.0,
94106L109,2013-06-30,,0.0,
595017104,2013-06-30,,0.0,
87160A100,2013-06-30,,0.0,
071813109,2013-06-30,,0.0,
871829107,2013-06-30,,0.0,
G1151C101,2013-06-30,,0.0,
57636Q104,2013-06-30,,0.0,
92857W209,2013-06-30,,0.0,
585055106,2013-06-30,,0.0,
143658300,2013-06-30,,0.0,
002824100,2013-06-30,,0.0,
156782104,2013-06-30,,0.0,
66987V109,2013-06-30,,0.0,
87612E106,2013-06-30,,0.0,
046353108,2013-06-30,,0.0,
50076Q106,2013-06-30,,0.0,
718546104,2013-06-30,,0.0,
712704105,2013-06-30,,0.0,
38059T106,2013-06-30,,,
008474108,2013-06-30,,0.0,
351858105,2013-06-30,,,
98462Y100,2013-06-30,,0.0,
64828T102,2013-06-30,,,
12541W209,2013-06-30,,0.0,
904767704,2013-06-30,,0.0,
775109200,2013-06-30,,,
31847R102,2013-06-30,,,
111320107,2013-06-30,,0.0,
018490102,2013-06-30,,0.0,
579780206,2013-06-30,,0.0,
544147101,2013-06-30,,0.0,
40414L109,2013-06-30,,0.0,
29250N105,2013-06-30,,,
41013V100,2013-06-30,,,
42217K106,2013-06-30,,0.0,
684060106,2013-06-30,,,
948626106,2013-06-30,,0.0,
73755L107,2013-06-30,,0.0,
94987C103,2013-06-30,,,
91911K102,2013-06-30,,0.0,
084423102,2013-06-30,,0.0,
68389X105,2013-06-30,,0.0,
62855J104,2013-06-30,,,
30219G108,2013-06-30,,0.0,
25179M103,2013-06-30,,0.0,
903914109,2013-06-30,,0.0,
136385101,2013-06-30,,0.0,
204448104,2013-06-30,,,
18911Q102,2013-06-30,,0.0,
037411105,2013-06-30,,0.0,
961214301,2013-06-30,,,
85771P102,2013-06-30,,0.0,
780259206,2013-06-30,,0.0,
481165108,2013-06-30,,0.0,
244199105,2013-06-30,,0.0,
001084102,2013-06-30,,0.0,
101507101,2013-06-30,,,
984121103,2013-06-30,,0.0,
74834L100,2013-06-30,,0.0,
62942M201,2013-06-30,,0.0,
37045V100,2013-06-30,,0.0,
14040H105,2013-06-30,,0.0,
31620R105,2013-06-30,,0.0,
637071101,2013-06-30,,0.0,
H8817H100,2013-06-30,,0.0,
867224107,2013-06-30,,0.0,
05967A107,2013-06-30,,,
021060207,2013-06-30,,,
500255104,2013-06-30,,0.0,
345370860,2013-06-30,,0.0,
94973V107,2013-06-30,,0.0,
49427F108,2013-06-30,,,
49446R109,2013-06-30,,0.0,
66704R704,2013-06-30,,,
30225T102,2013-06-30,,,
229663109,2013-06-30,,,
84610H108,2013-06-30,,0.0,
49926D109,2013-06-30,,,
75508B104,2013-06-30,,,
818097107,2013-06-30,,,
644535106,2013-06-30,,0.0,
91912E105,2013-06-30,,0.0,
833635105,2013-06-30,,0.0,
450913108,2013-06-30,,,
887228104,2013-06-30,,,
126132109,2013-06-30,,0.0,
67011P100,2013-06-30,,,
66705Y104,2013-06-30,,,
494274103,2013-06-30,,,
336920103,2013-06-30,,,
036752103,2013-06-30,,,
50540R409,2013-06-30,,0.0,
12673P105,2013-06-30,,,
535782106,2013-06-30,,0.0,
517834107,2013-06-30,,0.0,
540424108,2013-06-30,,0.0,
61166W101,2013-06-30,,0.0,
73935X286,2013-06-30,,,
64828T201,2013-06-30,,,
48203R104,2013-06-30,,0.0,
49428J109,2013-06-30,,,
132061201,2013-06-30,,,
61945C103,2013-06-30,,0.0,
90130A101,2013-06-30,,,
364760108,2013-06-30,,0.0,
34958B106,2013-06-30,,,
131347304,2013-06-30,,,
959319104,2013-06-30,,,
930059100,2013-06-30,,0.0,
879382208,2013-06-30,,0.0,
92857W308,2013-06-30,,,
148887102,2013-06-30,,0.0,
09253U108,2013-06-30,,0.0,
18383M605,2013-06-30,,,
875465106,2013-06-30,,,
053807103,2013-06-30,,0.0,
553530106,2013-06-30,,0.0,
037612306,2013-06-30,,0.0,
69840W108,2013-06-30,,0.0,
457153104,2013-06-30,,,
021441100,2013-06-30,,0.0,
585464100,2013-06-30,,,
603158106,2013-06-30,,0.0,
07177M103,2013-06-30,,,
85208J109,2013-06-30,,,
231647108,2013-06-30,,,
50208B100,2013-06-30,,,
95766E103,2013-06-30,,,
95766A101,2013-06-30,,,
451055107,2013-06-30,,,
007639107,2013-06-30,,,
00764C109,2013-06-30,,,
231021106,2013-06-30,,0.0,
891160509,2013-06-30,,0.0,
155123102,2013-06-30,,,
075896100,2013-06-30,,0.0,
428567101,2013-06-30,,,
731068102,2013-06-30,,0.0,
02083A103,2013-06-30,,,
36467W109,2013-06-30,,,
118440106,2013-06-30,,0.0,
G7945M107,2013-06-30,,0.0,
G60754101,2013-06-30,,0.0,
099724106,2013-06-30,,0.0,
74144T108,2013-06-30,,0.0,
253393102,2013-06-30,,0.0,
20451N101,2013-06-30,,0.0,
393657101,2013-06-30,,,
76970B101,2013-06-30,,,
011532108,2013-06-30,,,
681919106,2013-06-30,,0.0,
95040Q104,2013-06-30,,,
375558103,2013-06-30,,0.0,
N53745100,2013-06-30,,0.0,
03076C106,2013-06-30,,0.0,
128030202,2013-06-30,,0.0,
146229109,2013-06-30,,0.0,
G0585R106,2013-06-30,,0.0,
69343T107,2013-06-30,,,
72147K108,2013-06-30,,,
247361702,2013-06-30,,0.0,
844741108,2013-06-30,,0.0,
H1467J104,2013-06-30,,,
25264R207,2013-06-30,,,
83088M102,2013-06-30,,0.0,
248019101,2013-06-30,,0.0,
91307C102,2013-06-30,,,
591520200,2013-06-30,,,
84756N109,2013-06-30,,,
37940G109,2013-06-30,,,
011659109,2013-06-30,,,
233326107,2013-06-30,,0.0,
87162H103,2013-06-30,,,
05329W102,2013-06-30,,,
969904101,2013-06-30,,0.0,
770323103,2013-06-30,,0.0,
74005P104,2013-06-30,,0.0,
172967424,2013-06-30,,0.0,
428291108,2013-06-30,,,
404280406,2013-06-30,,0.0,
254067101,2013-06-30,,,
008252108,2013-06-30,,0.0,
G29183103,2013-06-30,,0.0,
060505104,2013-06-30,,0.0,
064149107,2013-06-30,,,
34354P105,2013-06-30,,0.0,
72765Q601,2013-06-30,,,
139594105,2013-06-30,,,
693475105,2013-06-30,,0.0,
254709108,2013-06-30,,0.0,
45825N107,2013-06-30,,,
512807108,2013-06-30,,0.0,
521865204,2013-06-30,,,
D18190898,2013-06-30,,,
539439109,2013-06-30,,0.0,
05946K101,2013-06-30,,0.0,
06738E204,2013-06-30,,,
225401108,2013-06-30,,0.0,
780097689,2013-06-30,,,
05964H105,2013-06-30,,,
90347A100,2013-06-30,,,
03073E105,2013-06-30,,0.0,
82481R106,2013-06-30,,0.0,
093671105,2013-06-30,,0.0,
05382A104,2013-06-30,,,
456837103,2013-06-30,,,
446413106,2013-06-30,,,
68827L101,2013-06-30,,,
873868103,2013-06-30,,,
01748X102,2013-06-30,,,
09062X103,2013-06-30,,0.0,
172464109,2013-06-30,,,
38526M106,2013-06-30,,,
Y1771G102,2013-06-30,,0.0,
G54050102,2013-06-30,,0.0,
Y2065G121,2013-06-30,,,
566324109,2013-06-30,,,
14149Y108,2013-06-30,,0.0,
G81276100,2013-06-30,,0.0,
361438104,2013-06-30,,,
37253A103,2013-06-30,,,
19247A100,2013-06-30,,,
64190A103,2013-06-30,,,
089302103,2013-06-30,,,
425885100,2013-06-30,,,
864159108,2013-06-30,,,
44967H101,2013-06-30,,,
559222401,2013-06-30,,,
314211103,2013-06-30,,0.0,
40418F108,2013-06-30,,,
98310W108,2013-06-30,,0.0,
H84989104,2013-06-30,,0.0,
256677105,2013-06-30,,,
36116M106,2013-06-30,,,
811065101,2013-06-30,,0.0,
695156109,2013-06-30,,0.0,
744320102,2013-06-30,,0.0,
824348106,2013-06-30,,0.0,
44980X109,2013-06-30,,0.0,
225310101,2013-06-30,,,
217204106,2013-06-30,,0.0,
874039100,2013-06-30,,0.0,
654106103,2013-06-30,,0.0,
09075E100,2013-06-30,,,
02874P103,2013-06-30,,,
881609101,2013-06-30,,0.0,
892356106,2013-06-30,,0.0,
410345102,2013-06-30,,0.0,
03349M105,2013-06-30,,,
482480100,2013-06-30,,0.0,
45867G101,2013-06-30,,,
87165B103,2013-06-30,,,
82669G104,2013-06-30,,,
440452100,2013-06-30,,0.0,
577933104,2013-06-30,,0.0,
172755100,2013-06-30,,0.0,
92937A102,2013-06-30,,,
80589M102,2013-06-30,,0.0,
833034101,2013-06-30,,0.0,
053332102,2013-06-30,,0.0,
22410J106,2013-06-30,,0.0,
126650100,2013-06-30,,0.0,
808541106,2013-06-30,,,
278642103,2013-06-30,,0.0,
50187T106,2013-06-30,,,
419879101,2013-06-30,,,
037598109,2013-06-30,,,
26885B100,2013-06-30,,,
G9618E107,2013-06-30,,0.0,
20030N101,2013-06-30,,0.0,
25470F104,2013-06-30,,0.0,
974637100,2013-06-30,,0.0,
445658107,2013-06-30,,0.0,
784730103,2013-06-30,,,
00508Y102,2013-06-30,,0.0,
023586100,2013-06-30,,,
35906A306,2013-06-30,,,
256746108,2013-06-30,,0.0,
29269K100,2013-06-30,,,
800013104,2013-06-30,,,
001204106,2013-06-30,,0.0,
97381W104,2013-06-30,,0.0,
441060100,2013-06-30,,0.0,
G62185106,2013-06-30,,0.0,
209115104,2013-06-30,,0.0,
98389B100,2013-06-30,,0.0,
235851102,2013-06-30,,0.0,
92240G101,2013-06-30,,0.0,
92220P105,2013-06-30,,0.0,
05564E106,2013-06-30,,0.0,
966244105,2013-06-30,,0.0,
31620M106,2013-06-30,,0.0,
98419M100,2013-06-30,,0.0,
637215104,2013-06-30,,0.0,
194162103,2013-06-30,,0.0,
081437105,2013-06-30,,0.0,
480838101,2013-06-30,,0.0,
375916103,2013-06-30,,0.0,
881624209,2013-06-30,,0.0,
030099105,2013-06-30,,0.0,
26441C204,2013-06-30,,0.0,
018802108,2013-06-30,,0.0,
05534B760,2013-06-30,,0.0,
651229106,2013-06-30,,0.0,
89469A104,2013-06-30,,0.0,
832696405,2013-06-30,,0.0,
172062101,2013-06-30,,0.0,
242370104,2013-06-30,,0.0,
469814107,2013-06-30,,0.0,
450911201,2013-06-30,,0.0,
313549404,2013-06-30,,0.0,
726503105,2013-06-30,,0.0,
724078100,2013-06-30,,0.0,
363576109,2013-06-30,,0.0,
97650W108,2013-06-30,,0.0,
00847J105,2013-06-30,,0.0,
125581801,2013-06-30,,0.0,
629377508,2013-06-30,,0.0,
30162A108,2013-06-30,,0.0,
097023105,2013-06-30,,0.0,
303075105,2013-06-30,,0.0,
918204108,2013-06-30,,0.0,
548661107,2013-06-30,,0.0,
35906A108,2013-06-30,,0.0,
74727A104,2013-06-30,,0.0,
535678106,2013-06-30,,0.0,
242370203,2013-06-30,,,
97382A101,2013-06-30,,,
76117W109,2013-06-30,,0.0,
268648102,2013-06-30,,0.0,
297178105,2013-06-30,,,
31620R303,2013-06-30,,,
92242T101,2013-06-30,,,
25533B108,2013-06-30,,,
75971M108,2013-06-30,,,
G5960L103,2013-06-30,,,
20341J104,2013-06-30,,,
413875105,2013-06-30,,0.0,
754907103,2013-06-30,,0.0,
G30397106,2013-06-30,,,
46609J106,2013-06-30,,,
25746U109,2013-06-30,,0.0,
34959J108,2013-06-30,,,
00773T101,2013-06-30,,,
91325V108,2013-06-30,,,
92214X106,2013-06-30,,,
10922N103,2013-06-30,,,
67074Y105,2013-06-30,,,
26078J100,2013-06-30,,,
09215C105,2013-06-30,,,
13765N107,2013-06-30,,,
97382A309,2013-06-30,,,
45073V108,2013-06-30,,,
427866108,2013-06-30,,0.0,
69351T106,2013-06-30,,0.0,
81369Y886,2013-06-30,,0.0,
00817Y108,2013-06-30,,0.0,
740189105,2013-06-30,,0.0,
915271100,2013-06-30,,0.0,
020002101,2013-06-30,,0.0,
539830109,2013-06-30,,0.0,
038222105,2013-06-30,,0.0,
25271C102,2013-06-30,,0.0,
857477103,2013-06-30,,0.0,
054937107,2013-06-30,,0.0,
81369Y506,2013-06-30,,0.0,
45866F104,2013-06-30,,,
81369Y803,2013-06-30,,0.0,
64110L106,2013-06-30,,0.0,
03836W103,2013-06-30,,0.0,
85917A100,2013-06-30,,,
26875P101,2013-06-30,,,
192446102,2013-06-30,,0.0,
084670108,2013-06-30,,0.0,
117665109,2013-06-30,,0.0,
921937835,2013-06-30,,0.0,
412865107,2013-06-30,,,
741503403,2013-06-30,,0.0,
125509109,2013-06-30,,0.0,
294429105,2013-06-30,,0.0,
81369Y605,2013-06-30,,0.0,
81369Y704,2013-06-30,,0.0,
464288687,2013-06-30,,0.0,
81369Y308,2013-06-30,,0.0,
055622104,2013-06-30,,0.0,
Y09827109,2013-06-30,,,
902681105,2013-06-30,,0.0,
337738108,2013-06-30,,0.0,
064058100,2013-06-30,,0.0,
02364W105,2013-06-30,,0.0,
031100100,2013-06-30,,0.0,
81369Y209,2013-06-30,,0.0,
21036P108,2013-06-30,,0.0,
883556102,2013-06-30,,0.0,
774341101,2013-06-30,,0.0,
053611109,2013-06-30,,0.0,
311900104,2013-06-30,,0.0,
500754106,2013-06-30,,,
372460105,2013-06-30,,0.0,
11135F101,2013-06-30,,,
001055102,2013-06-30,,0.0,
25490A309,2013-06-30,,0.0,
G0464B107,2013-06-30,,0.0,
058498106,2013-06-30,,0.0,
891027104,2013-06-30,,0.0,
780087102,2013-06-30,,0.0,
436106108,2013-06-30,,,
716768106,2013-06-30,,0.0,
896522109,2013-06-30,,,
963320106,2013-06-30,,0.0,
23918K108,2013-06-30,,0.0,
922908363,2013-06-30,,,
109641100,2013-06-30,,,
858912108,2013-06-30,,0.0,
056752108,2013-06-30,,0.0,
922908538,2013-06-30,,0.0,
808524300,2013-06-30,,0.0,
592688105,2013-06-30,,0.0,
302130109,2013-06-30,,0.0,
594901100,2013-06-30,,0.0,
067383109,2013-06-30,,0.0,
761152107,2013-06-30,,0.0,
92204A702,2013-06-30,,0.0,
00724F101,2013-06-30,,0.0,
45167R104,2013-06-30,,0.0,
922908736,2013-06-30,,0.0,
67020Y100,2013-06-30,,0.0,
826552101,2013-06-30,,0.0,
699462107,2013-06-30,,0.0,
878377100,2013-06-30,,0.0,
665859104,2013-06-30,,0.0,
494550106,2013-06-30,,0.0,
009363102,2013-06-30,,0.0,
941053100,2013-06-30,,0.0,
22160N109,2013-06-30,,0.0,
384802104,2013-06-30,,0.0,
978097103,2013-06-30,,0.0,
464287465,2013-06-30,,0.0,
464286657,2013-06-30,,0.0,
464288182,2013-06-30,,0.0,
45666Q102,2013-06-30,,0.0,
826919102,2013-06-30,,0.0,
966387102,2013-06-30,,0.0,
212015101,2013-06-30,,0.0,
153501101,2013-06-30,,0.0,
30249U101,2013-06-30,,0.0,
723787107,2013-06-30,,0.0,
478366107,2013-06-30,,0.0,
920253101,2013-06-30,,0.0,
063671101,2013-06-30,,0.0,
09348R300,2013-06-30,,0.0,
896239100,2013-06-30,,0.0,
922042858,2013-06-30,,0.0,
359694106,2013-06-30,,0.0,
464287655,2013-06-30,,0.0,
361268105,2013-06-30,,0.0,
67103H107,2013-06-30,,0.0,
78463X301,2013-06-30,,0.0,
808524102,2013-06-30,,0.0,
921908844,2013-06-30,,0.0,
12621E103,2013-06-30,,0.0,
922908769,2013-06-30,,0.0,
414585109,2013-06-30,,0.0,
902788108,2013-06-30,,,
451734107,2013-06-30,,,
464286848,2013-06-30,,0.0,
922042742,2013-06-30,,0.0,
966837106,2013-06-30,,0.0,
78464A102,2013-06-30,,,
464287200,2013-06-30,,0.0,
N6596X109,2013-06-30,,,
09073M104,2013-06-30,,,
277276101,2013-06-30,,0.0,
778296103,2013-06-30,,0.0,
30241L109,2013-06-30,,0.0,
12508E101,2013-06-30,,,
58502B106,2013-06-30,,0.0,
705573103,2013-06-30,,,
929740108,2013-06-30,,0.0,
532457108,2013-06-30,,0.0,
921943858,2013-06-30,,0.0,
03662Q105,2013-06-30,,0.0,
29265N108,2013-06-30,,0.0,
20717E101,2013-06-30,,,
039014105,2013-06-30,,,
73935B805,2013-06-30,,,
46432F339,2013-06-30,,,
46429B697,2013-06-30,,0.0,
84860W102,2013-06-30,,,
97717W604,2013-06-30,,0.0,
922908553,2013-06-30,,0.0,
94106B101,2013-06-30,,,
808524201,2013-06-30,,0.0,
69354M108,2013-06-30,,,
74347B201,2013-06-30,,0.0,
032511107,2013-06-30,,0.0,
808524409,2013-06-30,,0.0,
808524797,2013-06-30,,0.0,
226718104,2013-06-30,,,
56418H100,2013-06-30,,0.0,
24703L103,2013-06-30,,,
784117103,2013-06-30,,0.0,
92210H105,2013-06-30,,0.0,
810186106,2013-06-30,,0.0,
151020104,2013-06-30,,0.0,
00101J106,2013-06-30,,0.0,
97717W315,2013-06-30,,0.0,
759509102,2013-06-30,,0.0,
664397106,2013-06-30,,0.0,
88018T101,2013-06-30,,0.0,
M25082104,2013-06-30,,0.0,
61744U106,2013-06-30,,0.0,
25243Q205,2013-06-30,,0.0,
92924F106,2013-06-30,,0.0,
829073105,2013-06-30,,0.0,
852857200,2013-06-30,,0.0,
038336103,2013-06-30,,0.0,
53220K504,2013-06-30,,0.0,
G9319H102,2013-06-30,,0.0,
049392103,2013-06-30,,,
87611X105,2013-06-30,,,
464288646,2013-06-30,,0.0,
78462F103,2013-06-30,,0.0,
02319V103,2013-06-30,,,
559080106,2013-06-30,,0.0,
38173M102,2013-06-30,,,
04010L103,2013-06-30,,0.0,
13057Q107,2013-06-30,,,
30040W108,2013-06-30,,,
40650V100,2013-06-30,,,
86858W101,2013-06-30,,,
816288203,2013-06-30,,,
00444T100,2013-06-30,,,
266605104,2013-06-30,,,
464287523,2013-06-30,,0.0,
206277105,2013-06-30,,,
250660107,2013-06-30,,,
97717W281,2013-06-30,,0.0,
65339F101,2013-06-30,,0.0,
609720107,2013-06-30,,0.0,
747545101,2013-06-30,,,
Y2573F102,2013-06-30,,0.0,
74251V102,2013-06-30,,0.0,
302693106,2013-06-30,,0.0,
268948106,2013-06-30,,0.0,
73936T565,2013-06-30,,0.0,
74347R206,2013-06-30,,0.0,
74347R693,2013-06-30,,0.0,
464288372,2013-06-30,,0.0,
78464A789,2013-06-30,,0.0,
464287713,2013-06-30,,0.0,
464287556,2013-06-30,,0.0,
487836108,2013-06-30,,0.0,
74347X633,2013-06-30,,0.0,
703395103,2013-06-30,,0.0,
74347X625,2013-06-30,,0.0,
74347R305,2013-06-30,,0.0,
001765106,2013-06-30,,0.0,
74347R727,2013-06-30,,0.0,
81369Y100,2013-06-30,,0.0,
464287192,2013-06-30,,0.0,
74347R107,2013-06-30,,0.0,
922908629,2013-06-30,,0.0,
360271100,2013-06-30,,0.0,
012653101,2013-06-30,,0.0,
466313103,2013-06-30,,0.0,
560879108,2013-06-30,,0.0,
714046109,2013-06-30,,0.0,
940730104,2013-06-30,,0.0,
33733E302,2013-06-30,,0.0,
81369Y407,2013-06-30,,0.0,
464288869,2013-06-30,,0.0,
73935X575,2013-06-30,,0.0,
563571108,2013-06-30,,0.0,
98978L105,2013-06-30,,0.0,
M9068E105,2013-06-30,,0.0,
78464A888,2013-06-30,,0.0,
78464A714,2013-06-30,,0.0,
277432100,2013-06-30,,0.0,
464286822,2013-06-30,,0.0,
404303109,2013-06-30,,0.0,
73935A104,2013-06-30,,0.0,
493723100,2013-06-30,,,
78464A797,2013-06-30,,0.0,
835898107,2013-06-30,,0.0,
78463X103,2013-06-30,,,
353469109,2013-06-30,,0.0,
G3323L100,2013-06-30,,,
74347R404,2013-06-30,,,
25459W458,2013-06-30,,,
254543101,2013-06-30,,,
464286509,2013-06-30,,0.0,
31816Q101,2013-06-30,,,
682189105,2013-06-30,,,
74348A467,2013-06-30,,,
208242107,2013-06-30,,,
464287184,2013-06-30,,0.0,
464288844,2013-06-30,,0.0,
92204A306,2013-06-30,,0.0,
78463X756,2013-06-30,,,
G21125102,2013-06-30,,,
74347X831,2013-06-30,,,
74347X526,2013-06-30,,,
74347R248,2013-06-30,,,
767754104,2013-06-30,,,
464286806,2013-06-30,,,
654902204,2013-06-30,,0.0,
46429B598,2013-06-30,,,
124857202,2013-06-30,,0.0,
74347B839,2013-06-30,,,
536797103,2013-06-30,,,
48273J107,2013-06-30,,,
903293405,2013-06-30,,0.0,
30304R407,2013-06-30,,,
53224V100,2013-06-30,,0.0,
729132100,2013-06-30,,0.0,
498904200,2013-06-30,,,
38388F108,2013-06-30,,,
03823U102,2013-06-30,,,
858119100,2013-06-30,,0.0,
78464A870,2013-06-30,,0.0,
831756101,2013-06-30,,,
45321L100,2013-06-30,,,
78463X202,2013-06-30,,,
25490K281,2013-06-30,,,
780287108,2013-06-30,,0.0,
697435105,2013-06-30,,,
74347B540,2013-06-30,,,
G57279104,2013-06-30,,,
78464A755,2013-06-30,,,
563568104,2013-06-30,,,
74347B680,2013-06-30,,,
22542D548,2013-06-30,,,
515098101,2013-06-30,,0.0,
74347B698,2013-06-30,,,
20337X109,2013-06-30,,,
81369Y860,2013-06-30,,,
534187109,2013-06-30,,0.0,
74347R214,2013-06-30,,,
413086109,2013-06-30,,0.0,
G3198U102,2013-06-30,,,
74347X864,2013-06-30,,,
949090104,2013-06-30,,,
137648101,2013-06-30,,,
315405100,2013-06-30,,,
G4705A100,2013-06-30,,,
29414B104,2013-06-30,,,
115637209,2013-06-30,,0.0,
718549207,2013-06-30,,,
90333L201,2013-06-30,,,
666807102,2013-06-30,,0.0,
65487X102,2013-06-30,,,
74347R735,2013-06-30,,,
74347W395,2013-06-30,,,
45781M101,2013-06-30,,,
929089100,2013-06-30,,,
25459W888,2013-06-30,,,
78464A730,2013-06-30,,,
78464A748,2013-06-30,,,
004337101,2013-06-30,,,
640268108,2013-06-30,,0.0,
127190304,2013-06-30,,0.0,
26745T101,2013-06-30,,0.0,
228227104,2013-06-30,,0.0,
749941100,2013-06-30,,0.0,
464330109,2013-06-30,,0.0,
072730302,2013-06-30,,0.0,
D55040105,2013-06-30,,0.0,
81724Q107,2013-06-30,,0.0,
G16962105,2013-06-30,,0.0,
413833104,2013-06-30,,0.0,
225447101,2013-06-30,,0.0,
909214306,2013-06-30,,0.0,
800677106,2013-06-30,,0.0,
46612J507,2013-06-30,,0.0,
92532F100,2013-06-30,,0.0,
